appid,name,release_date,developer,genres,price
202710,Demigod,2011-12-14,Gas Powered Games,Nudity;Violent;Action;RPG;Strategy,7.19
202730,Dynamite Jack,2012-05-10,"Hassey Enterprises, Inc.",Action;Adventure;Indie,7.19
202750,Alan Wake's American Nightmare,2012-05-22,Remedy Entertainment,Action;Adventure,6.19
202860,Real Warfare 2: Northern Crusades,2011-11-18,Unicorn Games Studio,Strategy,3.99
202970,Call of Duty®: Black Ops II,2012-11-12,Treyarch,Action,39.99
203140,Hitman: Absolution™,2012-11-19,Io-Interactive A/S;Feral Interactive (Mac),Action,14.99
203160,Tomb Raider,2013-03-04,Crystal Dynamics;Eidos-Montréal;Feral Interactive (Mac);Feral Interactive (Linux),Action;Adventure,14.99
203210,Titan Attacks!,2012-02-03,Puppygames,Action;Casual;Indie,7.19
203290,America's Army: Proving Grounds,2013-08-01,U.S. Army,Action;Free to Play,0.0
203350,King's Bounty: Warriors of the North,2012-10-25,1C-SoftClub,RPG;Strategy,6.99
203510,Fortune Summoners,2012-01-30,Lizsoft,Action;Indie;RPG,12.99
203560,Containment: The Zombie Puzzler,2012-03-02,Bootsnake Games,Casual;Indie,3.99
203630,Warlock - Master of the Arcane,2012-05-08,Ino-Co Plus,Strategy,18.99
203650,Sonic the Hedgehog 4 - Episode II,2012-05-14,SEGA,Adventure,5.99
203680,F1 RACE STARS™,2012-11-15,Codemasters Birmingham,Racing,10.99
203750,Binary Domain,2012-04-26,Devil's Details,Action,9.99
203770,Crusader Kings II,2012-02-14,Paradox Development Studio,RPG;Simulation;Strategy,29.99
203830,The Dark Eye: Chains of Satinav,2012-06-22,Daedalic Entertainment,Adventure;Indie,26.99
203990,SATAZIUS,2011-12-16,ASTRO PORT,Action;Indie,4.79
204030,Fable - The Lost Chapters,2011-12-19,Lionhead Studios,Action;Adventure;RPG,6.99
204060,Superbrothers: Sword & Sworcery EP,2012-04-16,Capybara;Superbrothers;Jim Guthrie,Adventure;Indie,4.99
204100,Max Payne 3,2012-05-31,Rockstar Studios,Action,14.99
204120,LEGO® Harry Potter: Years 5-7,2012-01-05,Traveller's Tales,Adventure,14.99
204180,Waveform,2012-03-20,Eden Industries,Adventure;Indie;Strategy,0.79
204220,Snapshot,2012-08-30,Retro Affect,Adventure;Casual;Indie,6.99
204240,The Bridge,2013-02-22,Ty Taylor and Mario Castañeda;The Quantum Astrophysicists Guild,Casual;Indie;Strategy,6.99
204300,Awesomenauts - the 2D moba,2012-08-01,Ronimo Games,Action;Free to Play;Indie;Strategy,0.0
204340,Serious Sam 2,2012-01-31,Croteam,Action;Indie,6.99
204360,Castle Crashers®,2012-09-26,The Behemoth,Action;Adventure;Casual;Indie;RPG,9.99
204390,Pineapple Smash Crew ,2012-02-02,RichMakeGame,Action;Indie,6.99
204440,Pickers,2012-02-22,MumboJumbo,Adventure;Casual,6.99
204530,Infested Planet,2014-03-06,Rocket Bear Games,Action;Indie;Strategy,11.39
204560,Confrontation,2012-04-04,Cyanide Studio,Action;RPG;Strategy,6.99
204580,Rotastic,2012-10-11,Dancing Dots,Action;Casual,7.99
204630,Retro City Rampage™ DX,2014-11-11,"Vblank Entertainment, Inc.",Action;Adventure;Indie;Racing,10.99
204760,Deep Black: Reloaded,2012-04-18,Biart,Action,22.99
204860,Men of War: Condemned Heroes,2012-04-12,1C-SoftClub,Action;Strategy,5.59
204880,Sins of a Solar Empire: Rebellion®,2012-06-12,Ironclad Games;Stardock Entertainment,Indie;Strategy,30.99
204940,Crusader Kings Complete,2012-02-14,Paradox Development Studio,Strategy,7.99
204960,Magical Drop V,2012-11-15,Golgoth Studio,Casual;Indie,0.79
205020,Lumino City,2014-12-02,State of Play Games,Adventure;Casual;Indie,8.99
205060,BIT.TRIP CORE,2012-10-02,Gaijin Games,Action;Indie,6.99
205070,BIT.TRIP VOID,2012-12-19,Gaijin Games,Action;Indie,6.99
205080,BIT.TRIP FATE,2013-07-11,Gaijin Games,Action;Indie,6.99
205090,BIT.TRIP FLUX,2014-06-05,Gaijin Games,Action;Casual;Indie,6.99
205100,Dishonored,2012-10-11,Arkane Studios,Action;Adventure,7.99
205190,Rocksmith™,2012-10-18,Ubisoft - San Francisco,Casual;Simulation,25.99
205230,Hell Yeah! Wrath of the Dead Rabbit,2012-10-03,Arkedo,Action,9.99
205270,3DMark 11,2012-10-02,UL,Utilities,14.99
205530,Gratuitous Tank Battles,2012-05-17,Positech Games,Indie;Simulation;Strategy,6.99
205550,Foreign Legion: Multi Massacre,2012-07-09,Sakari Indie & GriN,Action;Indie;Casual,4.79
205610,Port Royale 3,2012-05-04,Gaming Minds Studios,Action;Simulation;Strategy,9.99
205650,The Testament of Sherlock Holmes,2012-09-20,Frogwares,Adventure,14.99
205690,1000 Amps,2012-02-22,Brandon Brizzi,Adventure;Indie,3.99
205710,EverQuest,2012-12-13,Daybreak Game Company,Free to Play;Massively Multiplayer;RPG,0.0
205730,Insanely Twisted Shadow Planet,2012-04-17,Shadow Planet Productions,Action;Adventure;Indie,11.99
205810,Jagged Alliance: Crossfire,2012-08-24,Coreplay GmbH,RPG;Simulation;Strategy,9.99
205830,Luxor Evolved,2012-03-01,MumboJumbo,Action;Indie;Casual,6.99
205840,Yesterday,2012-03-22,Pendulo Studios,Adventure,6.99
205870,Auditorium,2012-02-28,Cipher Prime Studios,Indie;Casual,4.99
205910,Tiny and Big: Grandpa's Leftovers,2012-06-19,Black Pants Studio,Indie,6.99
205950,Jet Set Radio,2012-09-19,Blit Software,Action,5.59
205990,Warlock 2: The Exiled,2014-04-10,Ino-Co Plus,Strategy,14.99
206020,Avernum 4,2012-05-11,Spiderweb Software,RPG;Indie,0.0
206040,Avernum 5,2012-05-11,Spiderweb Software,RPG;Indie,3.99
206060,Avernum 6,2012-05-11,Spiderweb Software,RPG;Indie,3.99
206190,Gunpoint,2013-06-03,Suspicious Developments,Action;Indie;Strategy,6.0
206210,Gotham City Impostors Free to Play,2012-08-30,"Monolith Productions, Inc.",Action;Free to Play,0.0
206230,Clan of Champions,2012-10-30,ACQUIRE Corp.,Action,1.59
206250,Cladun X2 / クラシックダンジョンX2,2012-08-14,System Prisma,Action;Indie;RPG,6.99
206370,Tales From Space: Mutant Blobs Attack,2012-08-15,DrinkBox Studios,Action;Indie,7.19
206410,Crazy Machines Elements,2012-02-10,Fakt Software,Casual;Strategy,6.99
206420,Saints Row IV,2013-08-22,Deep Silver Volition,Action;Adventure,10.99
206440,To the Moon,2012-09-07,Freebird Games,Adventure;Indie;RPG,6.99
206480,Dungeons & Dragons Online®,2012-06-25,"Standing Stone Games, LLC",Action;Adventure;Free to Play;Massively Multiplayer;RPG,0.0
206500,AirMech Strike,2018-03-30,Carbon Games,Action;Free to Play;Indie;Strategy,0.0
206610,3SwitcheD,2012-03-29,Reality Pump,Casual;Indie,6.99
206690,iBomber Defense Pacific,2012-03-01,Cobra Mobile,Casual;Indie;Strategy,2.99
207000,Alien Spidy,2013-03-20,Enigma SP,Action;Adventure;Indie,7.99
207020,Bang Bang Racing,2012-06-08,Digital Reality Software & Playbox,Racing,7.99
207080,Indie Game: The Movie,2012-06-12,BlinkWorks Media,Indie,6.99
207140,SpeedRunners,2016-04-19,DoubleDutch Games,Action;Casual;Indie;Racing;Sports,10.99
207170,Legend of Grimrock,2012-04-11,Almost Human Games,Adventure;Indie;RPG,10.99
207190,Fireburst,2012-04-25,exDream,Action;Adventure;Racing,6.99
207230,ArcheBlade™,2014-04-25,CodeBrush Games,Action;Free to Play;Indie,0.0
207250,Cubemen,2012-03-16,3 Sprockets,Indie;Strategy,2.79
207320,Ys: The Oath in Felghana,2012-03-19,Nihon Falcom,Action;Adventure;RPG,9.99
207350,Ys Origin,2012-05-31,Nihon Falcom,Action;Adventure;RPG,12.99
207370,eXceed - Gun Bullet Children,2012-08-02,Flat Software,Action;Indie,1.99
207380,eXceed 2nd - Vampire REX,2012-08-02,Tennen-sozai,Action,4.79
207400,eXceed 3rd - Jade Penetrate Black Package,2012-08-02,Tennen-sozai,Action,4.79
207420,Wizorb,2012-03-14,Tribute Games Inc.,Action;Adventure;Indie,1.99
207430,"Hack, Slash, Loot",2012-04-05,David Williamson,Casual;Indie;RPG,4.99
207490,Rayman® Origins,2012-03-29,UBIart Montpellier;Feral Interactive (Mac),Action;Adventure,8.59
207530,Noitu Love 2: Devolution,2012-04-23,Joakim Sandberg,Action;Indie,3.99
207570,English Country Tune,2012-08-09,increpare games,Indie;Casual,3.99
207650,A Virus Named TOM,2012-08-01,Misfits Attic,Action;Indie;Strategy,6.99
207670,AVSEQ,2012-08-23,Big Robot Ltd,Indie;Casual,1.59
207690,Botanicula,2012-05-07,Amanita Design,Adventure;Casual;Indie,7.99
207710,Bumbledore,2012-03-15,Nimbly Games,Casual;Indie;Strategy,3.99
207730,Arena Wars 2,2012-10-12,ExDream GmbH,Action;Strategy,2.79
207750,Symphony,2012-08-06,Empty Clip Studios,Action;Casual;Indie,6.19
207790,Jane's Advanced Strike Fighters,2012-03-08,Trickstar Games,Simulation,7.99
207930,Sacred Citadel,2013-04-16,Southend,Action,7.99
208110,Myst V: End of Ages,2012-03-16,Cyan Worlds,Adventure;Casual,6.99
208140,Endless Space® - Collection,2012-07-04,AMPLITUDE Studios,Strategy,0.0
208200,Doom 3: BFG Edition,2012-10-18,id Software,Action,14.99
208400,Avernum: Escape From the Pit,2012-04-11,Spiderweb Software,Strategy;RPG;Indie,6.99
208460,Tryst,2012-09-14,BlueGiant Interactive,Action;Indie;Strategy,11.99
208500,F1 2012™,2012-09-19,Codemasters Birmingham,Racing;Simulation;Sports,14.99
208520,Omerta - City of Gangsters,2013-01-31,Haemimont Games,Simulation;Strategy,10.99
208580,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,2012-08-23,"Obsidian Entertainment;Aspyr (Mac, Linux, & Windows Update)",RPG,7.19
208600,Lunar Flight,2012-04-10,Shovsoft,Indie;Simulation,10.99
208620,Midnight Mysteries: Salem Witch Trials,2012-03-28,MumboJumbo,Adventure;Casual,6.99
208630,Midnight Mysteries 3: Devil on the Mississippi,2012-03-28,MumboJumbo,Adventure;Casual,6.99
208640,Midnight Mysteries 4: Haunted Houdini,2012-03-28,MumboJumbo,Adventure;Casual,6.99
208650,Batman™: Arkham Knight,2015-06-23,Rocksteady Studios,Action;Adventure,15.99
208670,Blades of Time,2012-04-20,Gaijin Entertainment Corporation,Action;Adventure,6.99
208710,Colour Bind,2012-09-24,Finn Morgan,Action;Indie,6.99
208730,Game of Thrones,2012-06-07,Cyanide Studios,Action;RPG,10.99
208750,Apotheon,2015-02-03,Alientrap,Action;Adventure;Indie;RPG,10.99
209000,Batman™: Arkham Origins,2013-10-24,WB Games Montreal;Splash Damage,Action;Adventure,0.0
209060,Drunken Robot Pornography,2014-02-19,"Dejobaan Games, LLC",Action;Indie,10.99
209080,Guns of Icarus Online,2012-10-29,Muse Games,Action;Adventure;Indie;Simulation,3.99
209100,Resident Evil: Operation Raccoon City,2012-05-18,Slant Six Games,Action,22.99
209120,Street Fighter X Tekken,2012-05-11,"Capcom U.S.A., Inc.",Action,22.99
209160,Call of Duty®: Ghosts,2014-03-25,Infinity Ward,Action,39.99
209190,Stealth Bastard Deluxe,2012-11-28,Curve Studios,Action;Indie,6.99
209230,Sherlock Holmes and The Hound of The Baskervilles,2012-04-23,Waterlily Games,Adventure;Casual,6.99
209330,A Valley Without Wind,2012-04-24,"Arcen Games, LLC",Action;Adventure;Indie,0.0
209360,All Zombies Must Die!: Scorepocalypse ,2012-04-19,Doublesix Games,Action;Indie,3.99
209370,Analogue: A Hate Story,2012-04-27,Love Conquers All Games,Indie,7.19
209390,Dungeonbowl - Knockout Edition,2012-07-02,Cyanide Studio,Sports;Strategy,9.99
209520,Mini Motor Racing EVO,2013-05-01,The Binary Mill,Casual;Indie;Racing,3.99
209540,Strike Suit Zero,2013-01-23,Born Ready Games Ltd.,Action;Indie;Simulation,14.99
209610,Roller Coaster Rampage,2012-06-19,Pantera Entertainment,Casual;Indie;Simulation,6.99
209630,Magrunner: Dark Pulse,2013-06-20,Frogwares,Action;Adventure,6.99
209650,Call of Duty®: Advanced Warfare - Gold Edition,2014-11-03,Sledgehammer Games;Raven Software,Action,39.99
209670,Cortex Command,2012-09-28,Data Realms,Action;Indie;Strategy,14.99
209690,Fieldrunners,2012-05-24,Subatomic Studios LLC,Strategy;Indie;Casual,3.99
209730,R.A.W. Realms of Ancient War,2012-10-11,Wizarbox,Action;RPG,11.99
209750,Cannon Fodder 3,2012-08-06,Burut CT,Action,10.99
209790,Splice,2012-06-13,Cipher Prime Studios,Indie;Casual,6.99
209830,Lone Survivor: The Director's Cut,2012-04-23,Jasper Byrne,Action;Adventure;Indie;RPG;Simulation,11.39
209850,Highborn,2013-02-19,Jet Set Games,Casual;Indie;Strategy,1.59
209950,Triple Town,2012-12-06,Spry Fox LLC,Casual;Indie;Strategy,6.99
210170,Spirits,2012-09-04,Spaces of Play,Action;Indie;Strategy,2.89
210230,Nancy Drew®: Tomb of the Lost Queen,2012-05-16,HeR Interactive,Adventure,14.99
210770,Sanctum 2,2013-05-15,Coffee Stain Studios,Action;Indie;Strategy,11.39
210870,Cloudberry Kingdom™,2013-08-02,Pwnee Studios,Indie,8.59
210950,Rune Classic,2012-06-13,Human Head Studios,Action;Adventure,6.99
210970,The Witness,2016-01-26,"Thekla, Inc.",Adventure;Indie,29.99
211010,Alien Shooter 2 Conscription,2012-05-18,Sigma Team Inc.,Action;Indie;RPG,7.19
211160,Viking: Battle for Asgard,2012-10-17,"Creative Assembly, PC Port - Hardlight",Action;Adventure,9.99
211180,Unmechanical,2012-08-08,Talawa Games,Adventure;Casual;Indie,6.99
211260,They Bleed Pixels,2012-08-29,Spooky Squid Games Inc.,Action;Indie,6.99
211280,Primal Fears,2013-01-08,DnS Development,Action;Indie,6.99
211340,Magical Diary: Horse Hall,2012-05-31,Hanako Games,Adventure;Indie;RPG,10.99
211360,Offspring Fling!,2012-05-11,Kyle Pulver,Adventure;Indie,4.99
211400,Deadlight,2012-10-25,"Tequila Works, S.L.",Action;Adventure;Indie,9.99
211440,Adventures of Shuggy,2012-06-13,Smudged Cat Games Ltd,Indie,3.99
211500,RaceRoom Racing Experience,2013-02-12,Sector3 Studios,Free to Play;Racing;Simulation;Sports,0.0
211580,Wanderlust: Rebirth,2012-07-27,Yeti Trunk,Action;Adventure;Indie;RPG,3.99
211600,Thief™ Gold,2012-05-22,Looking Glass Studios,Action;Simulation,4.99
211740,Thief™ II: The Metal Age,2012-05-22,Looking Glass Studios,Action;Simulation,4.99
211780,Conflict Desert Storm™,2012-05-28,Pivotal Games,Action,4.99
211800,Dead Hungry Diner,2012-05-16,Black Market Games,Casual;Indie,3.99
211820,Starbound,2016-07-22,Chucklefish,Action;Adventure;Casual;Indie;RPG,11.99
211900,Conquest of Elysium 3,2012-10-24,Illwinter Game Design,Indie;Strategy,6.99
211970,Test Drive: Ferrari Racing Legends,2012-12-10,Slightly Mad Studios,Racing,14.99
212010,Galaxy on Fire 2™ Full HD,2012-08-21,Fishlabs Entertainment GmbH,Action;Indie;Simulation;Strategy,5.59
212030,Kung Fu Strike - The Warrior's Rise,2012-07-24,Qooc Software,Action;Indie,6.99
212050,Resonance,2012-07-25,XII Games,Adventure;Indie,6.99
212070,Star Conflict,2013-02-27,Star Gem Inc.,Action;Free to Play;Massively Multiplayer;Simulation,0.0
212110,Sugar Cube: Bittersweet Factory,2012-11-07,Turtle Cream,Action;Indie,4.99
212160,Vindictus,2012-06-22,devCAT,Action;Adventure;Free to Play;Massively Multiplayer;RPG,0.0
212390,Continent of the Ninth Seal,2012-09-13,Cloud 9 Studio,Action;Free to Play;Massively Multiplayer;RPG,0.0
212500,The Lord of the Rings Online™,2012-06-06,"Standing Stone Games, LLC",Free to Play;Massively Multiplayer;RPG,0.0
212630,Tom Clancy's Ghost Recon: Future Soldier™,2012-06-27,Ubisoft Paris;Red Storm Entertainment,Action,12.49
212680,FTL: Faster Than Light,2012-09-14,Subset Games,Indie;Simulation;Strategy,6.99
212700,Party of Sin,2012-12-13,Crankshaft Games,Action;Adventure;Indie,4.79
212780,New Star Soccer 5,2012-09-27,New Star Games,Indie;Simulation;Sports,9.99
212800,Super Crate Box,2012-08-29,Vlambeer,Action;Free to Play;Indie,0.0
213030,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2012-06-25,Zeboyd Games,Indie;RPG,1.69
213330,LEGO® Batman™ 2: DC Super Heroes,2012-06-22,TT Games,Action;Adventure,14.99
213350,MDK2 HD,2012-07-30,Overhaul Games,Action,10.99
213390,Atooms to Moolecules Demo,2012-04-06,BitSits Games,Indie;Casual,0.0
213610,Sonic Adventure 2,2012-11-19,SEGA,Action,5.99
213650,Dwarfs - F2P,2012-10-18,Power of 2,Casual;Free to Play;Indie;Strategy,0.0
213670,South Park™: The Stick of Truth™,2014-03-06,Obsidian Entertainment,Action;Adventure;RPG,25.99
213850,Magic 2014 — Duels of the Planeswalkers,2013-06-26,Stainless Games,Strategy,6.99
214100,Rigonauts,2012-08-07,"Engient, Inc",Strategy;Indie;Casual;Simulation,6.99
214130,Aerofly FS 1 Flight Simulator,2012-10-17,IPACS,Indie;Simulation,15.49
214150,Galactic Civilizations® I: Ultimate Edition,2012-08-14,Stardock Entertainment,Strategy,6.99
214170,Divine Divinity,2012-07-05,Larian Studios,RPG,4.79
214250,I Am Alive,2012-09-06,Ubisoft  Shanghaï,Action;Adventure,12.49
214340,Deponia,2012-08-06,Daedalic Entertainment,Adventure;Indie,6.99
214360,Tower Wars,2012-08-14,SuperVillain Studios,Action;Indie;Strategy,5.59
214420,Gear Up,2015-01-28,Doctor Entertainment AB,Action;Free to Play;Indie,0.0
214490,Alien: Isolation,2014-10-06,Creative Assembly;Feral Interactive (Mac);Feral Interactive (Linux),Action,29.99
214550,Eets Munchies,2014-03-11,Klei Entertainment,Casual;Indie;Simulation;Strategy,4.99
214570,ETHER VAPOR Remaster,2012-09-27,Edelweiss,Action,5.59
214590,Fairy Bloom Freesia,2012-10-17,Edelweiss,Action;Indie,5.59
214610,Cherry Tree High Comedy Club,2012-11-08,773,Adventure;Indie,5.59
214630,Call of Duty: Black Ops - Mac Edition,2012-09-27,Aspyr,Action,15.49
214700,Thirty Flights of Loving,2012-08-20,Blendo Games,Adventure;Casual;Indie,3.99
214730,Space Rangers HD: A War Apart,2013-10-17,SNK Games;Elemental Games;Katauri Interactive,Action;Adventure;RPG;Simulation;Strategy,11.99
214770,Guacamelee! Gold Edition,2013-08-08,DrinkBox Studios,Action;Adventure;Indie,9.99
214790,The Basement Collection,2012-08-31,Edmund McMillen;Tyler Glaiel,Adventure;Indie;Strategy,2.99
214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,2012-09-27,Opus,Action;Casual;RPG,6.99
214870,Painkiller Hell & Damnation,2012-10-31,The Farm 51,Action,17.99
214910,Air Conflicts: Pacific Carriers,2012-09-21,Games Farm;3Division,Action;Simulation,7.19
214950,Total War™: ROME II - Emperor Edition,2013-09-02,CREATIVE ASSEMBLY,Strategy,29.99
214970,Intrusion 2,2012-09-11,Aleksey Abramenko,Action;Indie,6.49
215080,WAKFU,2014-09-18,Ankama Studio,Adventure;Free to Play;Massively Multiplayer;RPG;Strategy,0.0
215160,The Book of Unwritten Tales,2012-07-31,KING Art,Adventure,17.99
215280,Secret World Legends,2017-07-31,Funcom,Action;Adventure;Free to Play;Massively Multiplayer;RPG,0.0
215390,Damage Inc. Pacific Squadron WWII,2012-08-28,Trickstar Games,Action;Simulation,29.99
215470,Primal Carnage,2012-10-29,Lukewarm Media,Action;Indie,5.59
215510,Rocketbirds: Hardboiled Chicken,2012-10-15,Ratloop Asia,Adventure;Indie,3.99
215530,The Incredible Adventures of Van Helsing,2013-05-22,NeocoreGames,Action;Adventure;Indie;RPG,10.99
215550,Zombie Playground™,2016-10-31,stealth.gg,Violent;Gore;Action;Adventure;Indie;RPG,6.99
215630,Demonicon,2013-10-24,Noumena Studios,Action;Adventure;RPG,6.99
215670,Home,2012-08-31,Benjamin Rivers Inc.,Adventure;Indie,1.99
215690,Zeno Clash 2,2013-04-30,ACE Team,Action;Indie,10.99
215710, Fieldrunners 2,2013-01-10,Subatomic Studios LLC,Action;Strategy;Casual,6.99
215770,Shad'O,2012-09-04,Okugi Studio,Action;Indie;Strategy,3.99
215790,Dream Pinball 3D,2012-09-19,ASK Homework,Casual;Simulation,4.99
215830,Closers,2018-02-06,Naddic Games,Action;Free to Play;Massively Multiplayer;RPG,0.0
215870,Dungeon-Party,2013-03-13,Cyanide Studio,Free to Play;Massively Multiplayer,0.0
215930,Jagged Alliance 2 - Wildfire,2012-11-16,I-deal Games,RPG;Strategy,4.99
216090,Go Home Dinosaurs!,2013-03-14,Fire Hose Games,Casual;Indie;Strategy,6.99
216110,Tiny Troopers,2012-08-24,Kukouri,Action;Indie;Strategy,3.99
216130,Gemini Wars,2012-11-02,Camel101 LLC,Indie;Strategy,10.99
216150,MapleStory,2012-08-09,Nexon,Casual;Free to Play;Massively Multiplayer;RPG,0.0
216210,Secret Files 3,2012-09-13,Animation Arts,Adventure,7.99
216260,Don Bradman Cricket 14,2014-06-25,Big Ant Studios,Indie;Simulation;Sports,15.49
216290,Gateways,2012-09-13,Smudged Cat Games Ltd,Indie,3.99
216670,Great Big War Game,2012-08-28,Rubicon Development,Indie;Strategy,4.99
216890,Blood Bowl: Chaos Edition,2012-10-11,Cyanide Studios,Sports;Strategy,11.99
216910,Of Orcs And Men,2012-10-11,Cyanide Studio - Spiders Studios,Action;RPG,10.99
216930,Luxor: Amun Rising HD,2012-09-03,MumboJumbo,Casual,6.99
217120,Waves 2,2015-12-16,Squid In A Box Ltd,Action;Casual;Indie;Early Access,6.99
217140,Rise of the Triad,2013-07-31,Slipgate Ironworks™,Action,10.99
217200,Worms Armageddon,2013-03-19,Team17 Digital Ltd,Strategy,10.99
217270,Karateka,2012-12-03,Liquid Entertainment,Action;Indie,2.89
217290,Din's Curse,2012-08-22,Soldak Entertainment,Action;Indie;RPG,6.99
217690,Anna - Extended Edition,2013-04-12,Dreampainters,Adventure;Indie,7.99
217750,Age of Conan: Unchained,2013-02-22,Funcom,Action;Adventure;Free to Play;Massively Multiplayer;RPG,0.0
217790,Dogfight 1942,2012-09-21,City Interactive,Simulation,6.99
217920,Alien Rage - Unlimited,2013-09-24,CI Games,Action,14.99
218020,Nethergate: Resurrection,2012-10-05,Spiderweb Software,Strategy;RPG;Indie,3.99
218040,Democracy 2,2012-10-11,Positech Games,Indie;Simulation;Strategy,14.99
218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2013-02-26,Gaijin Games,Action;Indie,10.99
218090,Unity of Command: Stalingrad Campaign,2012-10-17,2x2 Games,Indie;Strategy,14.99
218230,PlanetSide 2,2012-11-20,Daybreak Game Company,Action;Free to Play;Massively Multiplayer,0.0
218410,Defender's Quest: Valley of the Forgotten (DX edition),2012-10-30,"Level Up Labs, LLC",Indie;RPG;Strategy,10.99
218510,Planets Under Attack,2012-09-27,Targem Games,Indie;Strategy,6.99
218620,PAYDAY 2,2013-08-13,OVERKILL - a Starbreeze Studio.,Action;RPG,7.49
218640,Lucius,2012-10-26,Shiver Games,Violent;Gore;Action;Adventure;Indie,6.99
218660,iBomber Attack,2012-11-01,Cobra Mobile,Action;Adventure;Indie,4.99
218680,Scribblenauts Unlimited,2013-02-15,5th Cell Media,Adventure;Casual;Strategy,14.99
218700,Angelica Weaver: Catch Me When You Can,2013-01-07,MumboJumbo,Adventure;Casual,9.99
218740,Pid,2012-10-31,Might and Delight,Adventure;Indie,6.99
218820,Mercenary Kings: Reloaded Edition,2014-03-25,Tribute Games Inc.,Action;Adventure;Indie;RPG,14.99
219070,Miner Wars Arena,2012-08-28,Keen Software House,Action;Indie,3.99
219150,Hotline Miami,2012-10-23,Dennaton Games,Action;Indie,6.99
219190,Ultratron,2013-03-18,Puppygames,Action;Indie,7.19
219200,Droid Assault,2013-01-09,Puppygames,Action;Indie,7.19
219340,The Banner Saga: Factions,2013-02-25,Stoic,Free to Play;Indie;RPG;Strategy,0.0
219640,Chivalry: Medieval Warfare,2012-10-16,Torn Banner Studios,Action;Indie,18.99
219680,Proteus,2013-01-30,Ed Key and David Kanaga,Adventure;Casual;Indie,6.99
219700,Dogs of War Online,2014-02-04,Cyanide Studio,Free to Play;Strategy,0.0
219760,Beyond Divinity,2012-10-29,Larian Studios,RPG,4.79
219780,Divinity II: Developer's Cut,2012-10-29,Larian Studios,RPG,14.99
219830,King Arthur's Gold,2013-11-05,Transhuman Design,Action;Free to Play;Indie,0.0
219890,Antichamber,2013-01-31,Alexander Bruce,Adventure;Indie,14.99
219910,Edna & Harvey: Harvey's New Eyes,2012-10-16,Daedalic Entertainment,Adventure;Indie,15.99
219950,NiGHTS Into Dreams,2012-12-17,SEGA,Adventure,5.59
219990,Grim Dawn,2016-02-25,Crate Entertainment,Action;Adventure;Indie;RPG,19.99
220090,The Journey Down: Chapter One,2013-01-09,SkyGoblin,Adventure;Indie,5.99
220160,Trials Evolution: Gold Edition,2013-03-21,Redlynx Ltd;Ubisoft  Shanghaï,Action;Racing,16.99
220200,Kerbal Space Program,2015-04-27,Squad,Indie;Simulation,29.99
220240,Far Cry 3,2012-11-28,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Action;Adventure,16.99
220260,Farming Simulator 2013 Titanium Edition,2013-10-09,Giants Software,Casual;Simulation,11.39
220420,Nancy Drew®: The Deadly Device,2012-10-23,"HeR Interactive, Inc.",Adventure,15.49
220440,DmC: Devil May Cry,2013-01-24,Ninja Theory,Action;Adventure,23.99
220460,Cargo Commander,2012-11-01,Serious Brew,Action;Indie,2.09
220660,StarDrive,2013-04-26,Zero Sum Games,Indie;Strategy,22.99
220700,RPG Maker VX Ace,2012-12-10,KADOKAWA,Design & Illustration;Web Publishing,52.99
220740,Chaos on Deponia,2012-11-06,Daedalic Entertainment,Adventure;Indie,15.99
220780,Thomas Was Alone,2012-11-12,Bithell Games,Indie,5.99
220820,Zombie Driver HD,2012-10-17,Exor Studios,Violent;Gore;Action;Indie;Racing,6.99
220860,McPixel,2012-09-25,Sos Sosowski,Action;Adventure;Indie,2.99
220900,Jack Lumber,2013-04-30,Owlchemy Labs,Action;Casual;Indie;Strategy,3.99
221020,Towns,2012-11-07,"Xavi Canal, Ben Palgi",Indie;RPG;Simulation;Strategy,9.99
221040,Resident Evil 6 / Biohazard 6,2013-03-21,Capcom,Action;Adventure,19.99
221100,DayZ,2018-12-13,Bohemia Interactive,Action;Adventure;Massively Multiplayer,33.99
221180,Eufloria HD,2014-10-14,Rudolf Kremers & Alex May;Tuna,Indie;Strategy,10.99
221260,Little Inferno,2012-11-19,Tomorrow Corporation,Adventure;Casual;Indie,6.99
221380,Age of Empires II HD,2013-04-09,Skybox Labs;Hidden Path Entertainment;Ensemble Studios;Forgotten Empires,Strategy,14.99
221540,DG2: Defense Grid 2,2014-09-23,Hidden Path Entertainment,Indie;Strategy,10.99
221640,Super Hexagon,2012-11-27,Terry Cavanagh,Action;Indie,1.99
221680,Rocksmith® 2014 Edition - Remastered,2016-10-04,Ubisoft - San Francisco,Casual;Simulation,25.99
221810,The Cave,2013-01-23,Double Fine Productions,Adventure,9.99
221830,The Book of Unwritten Tales: The Critter Chronicles,2012-12-05,KING Art,Adventure;Indie,17.99
221910,The Stanley Parable,2013-10-17,Galactic Cafe,Adventure;Indie,9.99
222140,Puddle,2012-11-09,Neko Entertainment,Action;Indie;Simulation,5.59
222180,Mushroom Men: Truffle Trouble,2015-03-10,Red Fly Studio,Action;Indie,1.99
